Time,Normalized_Error
3.3620407581329346,21.309843344187737
3.566411018371582,21.32222556819055
3.7668209075927734,21.342600098947276
3.9694199562072754,21.34966208787966
4.173731803894043,21.347518499107732
4.375499963760376,21.39195745484502
4.579396963119507,21.397214588269463
4.782542943954468,21.400559440831774
4.9827940464019775,21.403133829541595
5.185254812240601,21.403975629530972
5.387878894805908,21.40001336096629
5.591506004333496,21.425334179005933
5.795191049575806,21.428195346525488
5.99707293510437,21.385426201823314
6.1990978717803955,21.38400337544875
6.401657819747925,21.38362177335442
6.604215145111084,21.38392569262806
6.804930925369263,21.40754422699427
7.0075438022613525,21.411881768640058
7.209942102432251,21.433101933902314
7.410048961639404,21.436054705715563
7.6120829582214355,21.427593277423014
7.814607858657837,21.428033996447233
8.018564939498901,21.428179342868983
