Time,Normalized_Error
0.3197920322418213,1.20782796016036
0.5242629051208496,1.2081225935435043
0.7268290519714355,1.2146387441083542
0.9302940368652344,1.2395047272743818
1.1305630207061768,1.239165820249679
1.3331201076507568,1.2385037536333479
1.5364139080047607,1.2178376906805035
1.740048885345459,1.2212121826979228
1.9421980381011963,1.2217028476203091
2.144252061843872,1.2017680286646624
2.3459930419921875,1.202903705147285
2.548704147338867,1.2054794397663833
2.7530360221862793,1.1999735722938387
2.9562740325927734,1.1978020139367362
3.1587400436401367,1.1981265223827402
3.362053871154785,1.2009434486568031
3.564846992492676,1.2035299858912964
3.7692110538482666,1.2142147385089932
3.9729528427124023,1.1918553597027473
4.176796913146973,1.1713012104317513
4.379861116409302,1.1479539047636977
4.5811872482299805,1.1482421325611045
4.785383939743042,1.1505818588957657
4.988717794418335,1.1476492698315124
5.192914962768555,1.1501345075133516
5.393067121505737,1.1428013222788767
5.594900131225586,1.1561240541384574
5.7986979484558105,1.1573770868419828
6.002373933792114,1.162434448454132
6.203020095825195,1.151917622316049
6.406069993972778,1.1509856316794873
6.610208988189697,1.1527537029272665
6.8118979930877686,1.1561852355812658
7.013926982879639,1.1339547312698623
7.218770980834961,1.1392443550032034
7.422115802764893,1.1415814307506629
7.626726865768433,1.138256501768818
7.830200910568237,1.1354930260582254
8.034201860427856,1.1373781619623151
0.3165872097015381,1.4576301697587557
0.5193033218383789,1.4559902303801717
0.7243781089782715,1.4574810342718236
0.9279181957244873,1.4579525987420614
1.1327390670776367,1.4589440122169821
1.3371620178222656,1.4640251660594743
1.5412671566009521,1.4662147166821848
1.743481159210205,1.4643327768919345
1.9468190670013428,1.465613691350455
2.1493120193481445,1.4518767050937513
2.3538570404052734,1.4507187908900019
2.5577080249786377,1.4361319719543604
2.761500358581543,1.4361237765550934
2.965492010116577,1.4357033050311891
3.165602207183838,1.43614565666543
3.366950273513794,1.4380058533026496
3.5709481239318848,1.4374406399451662
3.775339126586914,1.4367195943607427
3.979769229888916,1.4375289522201347
4.183474063873291,1.437308238437145
4.387821197509766,1.437972371176831
4.591878175735474,1.4386138477147783
4.795658111572266,1.438782821546229
4.998439073562622,1.4392147833158595
5.200844049453735,1.4373852824316766
5.402959108352661,1.4306694565571136
5.606123208999634,1.4313049431806906
5.808510065078735,1.429155975998838
6.011685132980347,1.4361279372236033
6.211811065673828,1.4364787022013017
6.41386604309082,1.4363767540161427
6.61676812171936,1.4381272761870658
6.820724010467529,1.436374369069948
7.025865077972412,1.43718524290504
7.229159116744995,1.4366818602615432
7.434142112731934,1.4363419117625933
7.637094974517822,1.43996320461931
7.8373823165893555,1.4395634183713126
8.040857315063477,1.4384323635418033
0.3184211254119873,0.932106738944637
0.5219299793243408,0.9326709621165387
0.7223958969116211,0.9341744668305662
0.9267270565032959,0.9336772708791783
1.1306021213531494,0.935191031648954
1.3350448608398438,0.9406766456042965
1.5378608703613281,0.9402471160075182
1.741576910018921,0.9417940157227361
1.94563889503479,0.943536396017937
2.1506428718566895,0.944648328773897
2.354620933532715,0.9428218535442265
2.5584230422973633,0.9440687774032509
2.76135516166687,0.9417742497924253
2.964711904525757,0.9419332698187347
3.1665570735931396,0.9421927503904973
3.3708009719848633,0.9462517698174815
3.5739641189575195,0.9482931593966227
3.7744829654693604,0.9494014667195223
3.9792959690093994,0.9490730761578408
4.183910846710205,0.9483603204259989
4.386636734008789,0.9613721382110946
4.589179992675781,0.9604336138697077
4.792083978652954,0.9761959405131727
4.995625019073486,0.9799864354635174
5.199944972991943,0.9767596284496247
5.403629779815674,0.9779615185424497
5.607677936553955,0.9803351224682936
5.811931848526001,0.9794750935540399
6.016344785690308,0.9786950288159623
6.21895694732666,0.9700687020430233
6.423768758773804,0.9705902543558135
6.6252288818359375,0.9701893708751441
6.827736854553223,0.9734266842460688
7.031320810317993,0.9715594728760151
7.235872983932495,0.9725213948776606
7.439344882965088,0.9780583379126235
7.642874002456665,0.9836466525311982
7.845507860183716,0.9711329594884177
8.049685955047607,0.9683729974274746
0.31541991233825684,1.0379264190680153
0.5192630290985107,1.0344035560104867
0.7229430675506592,1.0321984001259754
0.923734188079834,1.0271142505391873
1.1269278526306152,1.0260585143569956
1.3300340175628662,1.0250905835503168
1.5318548679351807,1.0260398960344577
1.734302043914795,1.024603309919632
1.937464952468872,1.0331311014205147
2.141057014465332,1.043504265110884
2.3449440002441406,1.0446583429358371
2.549334764480591,1.0394375634809754
2.753216028213501,1.033743069168746
2.9561591148376465,1.032809410747285
3.160449743270874,1.03338690146145
3.361262798309326,1.0380164425222005
3.5658609867095947,1.0390662690753396
3.76672101020813,1.0300030705346308
3.970935821533203,1.029535473103608
4.17203688621521,1.030487390925011
4.373806953430176,1.029495879848332
4.5774500370025635,1.0294096801791677
4.780480146408081,1.030788379005893
4.984169006347656,1.0321603622019473
5.1853249073028564,1.032722748256879
5.388588190078735,1.0366695665914
5.592721939086914,1.037755269661884
5.793868064880371,1.0348227177817613
5.998274803161621,1.0343400818088255
6.200058937072754,1.0359478362204453
6.404198884963989,1.0347420861354952
6.608385801315308,1.033339534698379
6.812235116958618,1.0374327997488086
7.01612401008606,1.0320886091672576
7.2188880443573,1.0378884960621866
7.421335935592651,1.039668484518834
7.623622894287109,1.0341913099671547
7.8279759883880615,1.02820001028166
8.031233072280884,1.0240225101910108
0.31668782234191895,1.3282926170688771
0.5194377899169922,1.327352581474456
0.7196040153503418,1.327712766596068
0.9224519729614258,1.3277852752572747
1.125053882598877,1.329305707579508
1.3288319110870361,1.328133118479107
1.5328409671783447,1.328836419434153
1.7329678535461426,1.3275182824985543
1.9370508193969727,1.3300327367814142
2.1384329795837402,1.3292494275719786
2.3395347595214844,1.3291753021848696
2.5444607734680176,1.3345451982360004
2.748289108276367,1.3350896350127064
2.9492199420928955,1.3415319996507178
3.1529459953308105,1.3365454833068313
3.357952117919922,1.343310213959272
3.558048963546753,1.3407806597398446
3.761798858642578,1.33983250588303
3.9658617973327637,1.3406822724446479
4.170712947845459,1.340531861837968
4.37320613861084,1.3399327775218541
4.575917959213257,1.3417565797227202
4.779522895812988,1.3405456961001194
4.983057022094727,1.3413785507957505
5.1842041015625,1.3317141269971289
5.388538837432861,1.3364177997418762
5.589345693588257,1.3153341465158912
5.791920900344849,1.2613943221811366
5.994607925415039,1.2577554452656772
6.197381973266602,1.1890506079460992
6.400274991989136,1.2545851292050498
6.602826118469238,1.7518030032072127
6.806145906448364,1.7714593676729766
7.009326934814453,1.9790993888196056
7.210874795913696,2.4311202372164598
7.4152679443359375,2.9971425841913724
7.619647979736328,3.665024267240486
7.822504997253418,3.258495781073163
8.023395776748657,4.841730437131288
0.3137660026550293,21.255174538443594
0.5165398120880127,21.244660913625832
0.7181308269500732,21.264480016779544
0.9213769435882568,21.2858431164292
1.123929738998413,21.28451327854386
1.327427864074707,21.29040813735883
1.532566785812378,21.30074211126626
1.7368719577789307,21.275029559998988
1.9413728713989258,21.275646384036882
2.1456449031829834,21.255812773335887
2.3477230072021484,21.286014865644578
2.55069899559021,21.310891473247636
2.7550668716430664,21.337287961420753
2.9578399658203125,21.336286897954263
3.1608047485351562,21.342681077331385
